Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	392	426	383	350	365	367	253	295	230	397	414	376	318	388	399	307	319	313	395	372	369	352	369	296	350	341	430	348	369	285	275	382	318	408	262	344	444	273	386	251	417	336	303	316	386	300	384	359	376	368	390	308	413	349	436	332	334	357	298	318	359	260	409	352	347	372	343	346	332	366	364	370	193	282	332	306	355	328	343	420	357	341	390	264	330	399	435	328	228	237	342	423	349	222	316	400	381	306	253	310	
1	202	365	255	98	233	278	80	69	71	395	311	347	330	198	352	188	124	171	366	220	402	152	245	110	234	242	402	216	178	115	98	257	165	182	156	115	353	55	390	111	317	83	113	125	264	149	286	305	285	290	309	96	305	191	287	143	304	170	193	144	265	52	344	157	231	291	204	230	230	307	248	325	43	210	246	174	225	66	323	371	201	268	294	98	142	382	323	166	64	33	201	336	246	93	145	299	256	244	101	118	
2	56	258	119	0	128	55	11	0	11	395	182	326	171	74	190	48	15	25	284	103	335	33	141	23	29	74	295	58	32	23	13	200	55	35	32	30	276	5	243	4	156	2	17	6	111	32	173	167	201	203	245	6	159	59	162	13	184	44	60	19	171	2	291	41	87	77	39	181	60	301	92	308	4	84	121	38	140	10	268	296	64	176	84	17	24	259	203	37	3	0	50	282	87	42	23	124	61	56	5	19	
3	0	135	55	0	3	3	0	0	1	394	100	199	38	0	146	0	0	2	272	34	244	10	38	0	1	11	278	1	0	8	4	113	13	0	5	2	173	0	66	0	18	0	1	0	53	1	81	29	45	65	233	0	25	23	37	0	60	1	12	1	18	0	203	0	13	2	1	172	0	298	28	178	0	13	33	2	109	0	245	298	3	133	3	7	1	121	67	5	0	0	4	182	4	24	10	60	6	10	1	0	
4	0	20	11	0	0	0	0	0	0	340	22	112	0	0	30	0	0	0	244	0	90	1	7	0	0	2	243	0	0	1	0	32	2	0	0	1	61	0	1	0	0	0	0	0	2	1	3	8	2	10	167	0	1	6	6	0	13	0	1	0	1	0	102	0	0	0	0	19	0	204	0	22	0	2	3	0	22	0	265	194	0	40	0	1	0	4	3	1	0	0	0	66	0	4	2	21	1	0	0	0	
5	0	0	1	0	0	0	0	0	0	328	1	6	0	0	3	0	0	0	225	0	47	0	1	0	0	0	215	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	2	73	0	1	0	2	0	1	0	1	0	1	0	10	0	0	0	0	0	0	201	0	1	0	0	1	0	2	0	131	69	0	1	0	1	0	0	2	0	0	0	0	8	0	3	2	2	1	0	0	0	
6	0	0	1	0	0	0	0	0	0	353	1	0	0	0	0	0	0	0	162	0	8	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	1	0	1	0	0	0	1	0	1	0	3	0	0	0	0	0	0	62	0	1	0	0	0	0	1	0	72	19	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	
7	0	0	1	0	0	0	0	0	0	264	1	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	19	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	0	178	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	46	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	
