Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	560	568	478	515	618	490	552	555	552	452	517	629	524	543	627	510	603	537	532	448	548	401	585	496	610	558	531	498	545	520	420	557	480	507	540	512	456	485	537	489	539	457	525	576	387	582	508	486	572	436	466	477	588	530	622	502	595	544	440	544	569	595	484	462	542	563	521	560	517	566	521	573	574	428	624	526	542	499	425	559	579	511	576	484	461	550	637	628	555	513	471	567	517	432	503	539	586	448	512	448	
1	394	353	289	169	451	297	346	273	427	217	245	286	354	416	397	248	251	374	357	158	465	114	516	109	298	289	403	290	444	237	178	410	286	261	403	310	159	260	241	279	223	99	284	368	67	240	350	180	329	76	210	127	286	319	369	339	427	335	206	344	307	333	245	304	251	226	206	271	265	336	167	360	238	177	366	324	422	282	139	409	417	290	430	238	287	311	486	492	271	218	151	235	210	91	176	363	267	161	307	257	
2	152	85	140	6	253	76	95	10	346	6	27	71	88	204	156	48	20	176	155	29	153	6	488	0	21	36	226	62	350	39	3	318	71	62	309	56	3	117	15	103	24	0	27	110	0	76	210	1	75	1	8	8	168	137	122	159	271	151	54	45	116	63	75	50	31	2	26	22	68	114	10	144	36	12	74	29	229	81	27	292	240	99	268	42	80	14	310	375	76	4	0	30	81	0	11	193	24	0	105	124	
3	0	1	4	0	25	0	0	0	159	0	0	0	1	27	14	3	0	20	11	0	11	0	316	0	0	0	33	0	116	0	0	211	0	0	49	1	0	13	0	1	0	0	0	1	0	0	42	0	0	0	0	0	11	0	4	6	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	62	2	0	61	128	0	80	0	8	0	150	249	1	0	0	0	9	0	0	20	0	0	14	8	
4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	20	49	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
