Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	354	400	341	331	327	336	302	316	243	364	406	387	323	350	325	312	297	348	348	328	361	298	325	319	302	315	420	345	328	284	275	317	283	405	271	243	443	265	324	296	395	316	313	283	344	307	379	318	373	359	333	300	336	305	391	354	320	322	330	366	382	346	294	370	336	321	380	272	378	307	376	314	341	263	293	324	328	301	292	340	381	335	378	383	260	360	359	385	288	292	226	389	348	381	329	260	302	360	339	295	
1	85	201	99	17	115	84	47	41	36	192	170	264	122	82	123	94	60	58	162	131	163	87	148	79	105	101	213	101	49	70	44	175	121	142	48	43	213	28	123	37	114	32	67	56	87	90	141	104	141	138	227	50	136	62	125	82	182	82	112	86	201	109	25	171	109	99	154	71	126	113	219	99	110	36	101	116	64	119	25	164	220	76	156	90	35	102	273	157	97	39	27	278	81	162	132	69	46	110	124	110	
2	0	28	28	0	2	2	0	0	0	63	27	59	0	0	19	7	2	2	45	20	22	12	30	1	2	8	40	1	0	5	4	41	25	7	1	1	56	0	0	0	6	0	2	1	37	1	4	6	4	26	112	1	11	6	8	3	22	1	2	1	34	3	0	28	2	4	1	1	42	3	24	4	3	0	9	27	9	26	5	37	53	7	46	0	3	6	33	9	14	1	0	71	11	5	30	14	7	18	6	3	
3	0	1	2	0	0	0	0	0	0	5	1	2	0	0	1	0	0	0	2	0	0	0	4	0	0	1	1	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	1	1	1	0	1	0	1	0	4	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	4	0	2	4	0	0	0	1	0	0	2	1	0	0	3	0	0	1	1	2	2	1	0	
4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	
5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	
6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	
7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	
8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	
9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	
