Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	337	368	453	410	185	411	456	296	183	517	307	289	174	250	212	203	206	247	306	237	286	306	299	208	186	166	333	147	290	462	355	274	298	205	190	255	280	157	321	237	299	430	414	128	316	235	293	260	394	150	208	424	170	214	204	347	165	226	176	191	333	318	243	338	199	321	201	154	324	225	158	227	345	385	165	199	141	298	364	201	240	288	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	137	368	385	319	14	443	413	171	36	481	178	256	10	35	20	49	42	71	145	113	76	160	106	22	61	34	146	19	81	405	138	91	194	65	33	29	73	29	43	79	109	418	307	14	237	55	63	85	420	15	113	356	38	34	60	296	77	60	46	13	218	281	43	374	34	124	47	39	143	87	10	108	293	469	68	17	15	132	136	39	35	102	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	30	359	392	150	10	370	433	65	15	451	62	86	5	10	5	6	20	5	15	19	4	62	32	9	22	18	32	5	20	405	12	26	52	20	32	5	4	21	2	18	21	415	177	7	271	9	6	10	459	6	5	309	7	13	8	141	25	9	7	1	48	159	34	317	1	14	19	14	22	25	6	34	183	424	28	22	9	66	36	6	10	7	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	17	337	373	46	8	264	401	9	10	458	14	8	3	13	5	3	8	8	6	5	3	6	6	13	19	23	8	3	20	424	7	19	13	15	22	5	7	19	2	4	8	419	98	10	316	7	4	7	429	3	0	328	9	12	7	31	13	10	3	1	13	52	34	292	1	7	7	16	17	17	4	9	167	468	19	16	11	52	18	6	7	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	10	316	332	23	11	351	445	9	10	380	20	4	3	12	5	3	8	8	6	4	3	5	5	16	20	23	16	3	13	426	8	23	9	17	30	4	19	25	2	9	10	403	105	15	280	12	6	4	394	3	0	316	10	19	7	12	9	11	3	1	21	34	61	316	0	9	6	15	25	17	6	4	254	476	16	14	11	40	5	6	7	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	9	293	379	17	12	322	459	9	10	417	14	3	3	12	6	3	11	11	6	4	3	5	5	21	19	22	21	3	11	404	8	29	10	17	31	3	38	23	2	18	10	412	97	7	225	12	6	3	445	3	0	404	9	36	7	6	7	11	3	1	22	61	71	341	0	9	6	15	22	20	5	4	287	376	20	12	11	34	2	6	6	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	8	349	369	17	12	296	434	9	10	395	19	3	3	11	6	3	8	13	4	4	3	7	5	17	18	23	14	3	11	414	8	33	8	17	37	3	26	23	2	17	10	432	62	6	264	13	6	3	482	3	0	349	9	39	7	6	16	11	3	1	18	37	62	319	0	8	6	15	18	17	5	4	278	438	19	12	11	36	0	6	6	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	8	417	373	15	12	326	425	9	10	477	23	3	3	11	6	3	8	14	3	4	3	7	5	24	19	24	21	3	10	422	8	30	7	18	43	3	11	23	1	13	10	411	39	14	293	14	6	3	447	3	0	299	9	43	7	5	14	11	3	1	17	37	50	320	0	9	6	15	24	19	5	4	302	485	19	12	11	46	0	6	6	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	8	386	400	15	12	347	444	9	10	478	23	3	3	11	6	3	8	15	3	4	3	7	5	23	18	24	22	3	10	386	7	33	7	18	39	3	13	23	1	14	10	454	27	10	285	14	6	3	392	3	0	308	9	29	7	4	20	11	3	1	16	36	53	328	0	9	5	15	24	21	5	4	248	431	19	12	11	70	0	6	6	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	8	330	453	16	12	391	410	9	10	457	25	3	3	11	6	3	8	16	3	4	3	7	5	25	18	24	24	3	10	424	7	36	7	18	39	3	20	23	1	18	10	434	33	6	263	13	6	3	416	3	0	420	9	23	7	4	15	11	3	1	16	45	52	356	0	9	5	15	24	16	5	4	256	430	19	12	11	74	0	6	6	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
