Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	229	211	291	227	136	282	311	196	148	309	191	208	113	155	142	147	163	173	186	154	186	178	182	166	131	109	211	112	182	277	196	176	193	153	135	169	167	117	199	158	204	323	224	92	213	138	220	169	214	117	120	237	122	161	115	211	111	152	126	137	184	192	150	237	116	231	151	124	212	141	133	157	227	292	108	164	101	205	195	152	165	195	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	98	195	250	185	10	284	298	100	21	331	101	153	4	25	12	37	35	55	97	68	63	106	63	21	42	19	86	13	58	262	109	58	100	51	28	15	61	17	35	52	76	286	171	3	163	40	54	53	227	10	85	216	31	27	42	179	50	37	26	9	126	155	24	223	30	77	21	26	81	59	5	71	159	298	45	8	8	75	77	34	27	64	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	11	198	239	94	2	233	288	35	5	330	41	61	0	5	0	3	10	1	11	10	1	39	10	8	9	5	7	2	10	271	9	10	26	6	17	0	2	4	0	13	10	244	77	5	183	4	3	6	251	3	4	170	2	9	1	77	3	6	3	0	38	96	9	192	0	5	11	1	14	8	2	24	98	261	4	8	1	28	18	0	5	5	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	2	171	211	29	3	200	295	3	0	322	2	1	0	1	0	0	2	0	0	1	0	1	1	6	1	5	3	0	9	272	1	4	6	1	6	0	6	3	0	5	0	255	40	2	195	3	2	3	219	0	0	178	1	1	0	14	0	2	0	0	5	21	15	163	0	4	1	1	4	7	1	5	72	319	3	1	0	15	12	0	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	0	163	242	8	0	171	298	0	0	271	7	0	0	0	0	0	0	1	0	0	0	2	0	6	0	1	3	0	2	242	0	2	2	0	2	0	6	1	0	6	0	231	26	5	154	1	0	1	222	0	0	216	1	11	0	5	0	1	0	0	3	14	11	196	0	0	0	0	3	5	0	0	150	316	2	2	0	14	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	179	244	1	0	218	323	0	0	255	5	0	0	1	0	0	0	2	0	0	0	2	0	7	0	0	0	0	0	241	0	1	1	0	2	0	6	0	0	4	0	262	27	1	150	0	0	0	226	0	0	265	0	4	0	0	0	0	0	0	4	21	7	183	0	0	0	0	2	5	0	0	180	248	0	0	0	6	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	233	218	2	0	199	337	0	0	252	4	0	0	0	0	0	0	0	1	0	0	0	0	8	0	1	1	0	1	243	0	3	0	0	11	0	6	0	0	3	0	275	16	5	168	1	0	0	279	0	0	200	0	6	0	1	2	0	0	0	1	17	8	184	0	1	0	0	5	3	0	0	177	306	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	243	237	0	0	190	301	0	0	313	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	241	1	1	0	0	5	0	1	0	0	0	0	267	10	2	196	0	0	0	245	0	0	158	0	8	0	1	0	0	0	0	1	17	8	174	0	0	1	0	1	2	0	0	165	319	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	191	259	0	0	210	303	0	0	269	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	211	0	1	0	0	5	0	4	0	0	2	0	299	11	5	170	0	0	0	202	0	0	153	0	2	0	0	2	0	0	0	0	17	3	226	0	1	0	0	1	3	0	0	126	271	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	193	249	0	0	255	301	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	235	0	1	2	0	8	0	0	0	0	1	0	290	9	4	131	0	0	0	232	0	0	191	0	7	0	0	0	0	0	0	2	19	5	218	0	0	0	0	2	1	0	0	146	290	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0	214	253	0	0	243	256	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	263	0	0	0	0	4	0	1	0	0	1	0	280	7	2	132	0	0	0	255	0	0	248	0	3	0	0	0	0	0	0	0	24	2	194	0	0	0	0	0	2	0	0	119	294	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	0	206	235	0	0	235	251	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	207	0	1	0	0	4	0	2	0	0	0	0	259	6	6	171	0	0	0	233	0	0	229	0	6	0	0	1	0	0	0	2	16	2	188	0	0	0	0	0	0	0	0	107	299	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	0	197	238	0	0	242	221	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	171	0	1	0	0	6	0	1	0	0	0	0	276	5	0	189	0	0	0	234	0	0	200	0	6	0	0	0	0	0	0	0	31	2	196	0	0	0	0	1	1	0	0	122	277	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	0	212	247	0	0	217	193	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	3	0	1	0	0	1	0	276	4	5	197	0	0	0	193	0	0	173	0	5	0	0	1	0	0	0	0	12	1	221	0	0	0	0	0	1	0	0	128	297	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
