%!TEX root = ../../my_thesis.tex
SNR	FER		FER2
2.0	9.7e-1	1
2.2	9.8e-1	9.2e-1
2.4	8.1e-1	7.6e-1
2.6	4.8e-1	4.3e-1
2.8	2.0e-1	2.2e-1
3.0	5.7e-2	6.5e-2
3.2	1.3e-2	1.0e-2
3.4	3.0e-3	2.1e-3
3.6	7.1e-4	6.0e-4
3.8	2.4e-4	1.8e-4
4.0	7e-5	5.9e-5
4.2	2.3e-5	2.9e-5
4.4	1e-5	1.4e-5
