%!TEX root = ../../my_thesis.tex
SNR	FER		FER2
2.4	9.9e-1	9.3e-1
2.6	6.9e-1	6.3e-1
2.8	2e-1	1.3e-1
3.0	4.6e-2	1.3e-2
3.2	1.2e-2	1.4e-3
3.4	6.6e-3	4.0e-4
3.6	3.2e-3	1.6e-4
3.8	1.8e-3	6.1e-5
4.0	8.8e-4	1.9e-5
4.2	4.2e-4	7.4e-6
4.4	2.3e-4	3.1e-6
4.6	1.4e-4
4.8	7.5e-5
5.0	3.6e-5
