%!TEX root = ../../my_thesis.tex
SNR	FER_old	FER
0.0	7.6e-1 7.95e-01
0.2	5.6e-1 5.67e-01
0.4	3.8e-1 3.33e-01
0.6	1.6e-1 1.59e-01
0.8	4.7e-2 5.10e-02
1.0	1.4e-2 1.33e-02
1.2	2.3e-3 2.20e-03
1.4	2.7e-4 3.06e-04
1.6	5.5e-5 4.81e-05
1.8	1.2e-5 1.29e-05
2.0	4.0e-6 4.62e-06
2.2	1.7e-6 2.07e-06
2.4	7.0e-7 9.56e-07
2.6	3.9e-7 4.69e-07
2.8	1.4e-7 2.07e-07
















