Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	811	718	735	753	784	733	746	801	751	758	758	821	757	763	855	710	803	797	741	774	837	721	714	795	696	809	771	754	718	606	836	693	751	762	747	666	796	813	767	767	675	842	793	579	790	814	684	776	688	738	713	844	820	800	720	808	756	719	813	782	834	757	732	748	771	769	768	726	803	760	805	804	666	894	700	752	690	664	809	748	707	748	710	728	744	824	872	766	800	743	768	705	695	711	729	791	732	708	706	790	
1	680	709	610	437	793	647	630	708	740	533	538	622	753	728	722	593	630	700	683	538	724	437	321	644	595	661	645	637	507	396	702	463	505	726	719	400	645	571	661	496	330	622	680	217	629	652	388	619	279	448	343	709	650	715	682	707	776	476	624	579	639	614	746	625	521	551	561	658	698	480	602	572	374	773	593	750	647	369	722	726	615	699	509	641	638	768	809	525	531	442	630	508	242	491	677	641	418	611	679	725	
2	744	659	628	179	708	596	538	367	750	379	277	359	497	597	536	356	327	726	640	334	707	93	16	273	432	576	491	573	323	69	680	275	215	633	467	36	398	199	491	145	33	195	452	1	512	644	34	374	8	139	89	549	455	618	571	526	667	293	440	307	388	385	412	302	114	303	245	384	628	160	312	246	55	679	263	580	461	104	703	791	391	756	279	555	242	741	741	314	185	80	386	278	4	136	588	261	59	482	553	584	
3	705	554	501	2	682	210	326	27	679	61	4	56	140	519	328	61	27	660	430	34	546	1	0	26	81	491	258	465	44	0	675	28	18	509	172	0	207	22	404	17	0	21	262	0	353	635	1	49	0	6	0	417	351	253	282	546	490	60	270	39	90	78	68	44	0	113	12	125	397	5	109	69	2	401	28	456	168	3	706	649	215	680	36	282	2	690	728	53	5	0	72	210	0	2	419	7	1	116	285	434	
4	433	284	334	0	360	9	86	2	760	1	1	0	0	139	44	8	0	764	202	0	316	0	0	0	1	393	7	119	0	0	656	0	0	497	13	0	14	0	166	0	0	1	18	0	265	530	1	0	0	0	0	158	106	52	26	415	168	0	31	0	0	0	1	2	0	0	0	9	129	0	10	0	0	102	0	313	12	0	509	495	2	723	0	27	0	665	736	1	0	0	0	19	0	1	334	0	1	1	112	235	
5	70	12	54	0	40	0	7	0	731	0	1	0	0	3	0	0	0	668	5	0	185	0	0	0	0	130	0	3	0	0	516	0	0	273	0	0	0	0	1	0	0	1	1	0	20	422	1	0	0	0	0	13	1	0	1	362	3	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	94	1	0	458	304	0	696	0	0	0	662	642	1	0	0	0	0	0	1	46	0	1	0	3	4	
6	1	0	0	0	0	0	1	0	759	0	1	0	0	0	0	0	0	541	0	0	5	0	0	0	0	2	0	0	0	0	374	0	0	8	0	0	0	0	0	0	0	1	0	0	1	100	1	0	0	0	0	0	0	0	1	218	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	240	36	0	646	0	0	0	650	461	1	0	0	0	0	0	1	1	0	1	0	1	1	
7	0	0	0	0	0	0	1	0	714	0	1	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	703	0	0	0	549	458	1	0	0	0	0	0	1	0	0	1	0	1	1	
8	0	0	0	0	0	0	1	0	624	0	1	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	682	0	0	0	400	438	1	0	0	0	0	0	1	0	0	1	0	1	1	
9	0	0	0	0	0	0	1	0	570	0	1	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	729	0	0	0	147	346	1	0	0	0	0	0	1	0	0	1	0	1	1	
