Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	256	235	207	200	312	239	250	267	305	214	205	286	272	282	272	245	252	250	244	235	317	172	165	225	215	241	217	248	207	175	305	198	203	245	264	189	259	233	259	214	164	246	224	102	234	259	186	284	137	193	157	289	254	261	233	299	264	202	229	238	276	172	263	221	222	191	243	256	278	177	262	231	156	338	245	275	227	166	259	281	189	290	214	222	250	317	308	247	213	215	255	203	148	187	263	216	163	216	226	264	
1	208	197	171	76	257	146	158	127	255	136	91	153	170	230	177	127	114	224	168	101	245	50	24	112	144	197	135	202	93	40	229	99	87	178	182	44	120	105	177	64	25	87	182	17	149	190	50	111	15	59	54	196	193	224	159	204	205	87	163	120	142	113	169	115	59	113	89	180	213	81	130	116	47	261	129	201	122	32	228	265	142	235	100	189	129	264	270	106	94	73	136	98	4	84	170	96	32	150	161	207	
2	196	163	134	7	185	86	89	35	234	46	10	31	64	155	103	45	20	225	108	26	196	4	0	24	42	137	67	110	32	0	189	27	18	163	101	0	58	17	129	11	0	20	76	0	112	184	0	37	0	9	0	128	87	110	95	134	164	24	84	26	53	36	48	26	0	40	18	55	112	4	48	22	3	171	27	128	84	1	189	204	79	228	34	111	0	233	230	20	6	0	50	44	0	1	138	16	0	46	107	157	
3	131	80	80	0	136	10	40	1	206	0	0	0	3	68	23	6	0	234	55	0	104	0	0	0	0	99	14	43	0	0	165	0	0	108	15	0	12	0	80	0	0	0	14	0	60	169	0	0	0	0	0	59	51	33	15	123	58	0	25	1	0	0	0	0	0	2	0	12	51	0	11	0	0	35	0	90	7	0	151	144	5	202	0	19	0	187	238	0	0	0	0	25	0	0	97	0	0	4	52	98	
4	42	13	36	0	44	0	8	0	207	0	0	0	0	6	0	0	0	205	4	0	48	0	0	0	0	51	0	0	0	0	137	0	0	81	0	0	0	0	3	0	0	0	0	0	21	97	0	0	0	0	0	5	1	0	0	87	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	36	1	0	121	106	0	210	0	0	0	204	215	0	0	0	0	0	0	0	26	0	0	0	0	4	
5	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	164	0	0	5	0	0	0	0	4	0	0	0	0	83	0	0	16	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58	27	0	222	0	0	0	194	177	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	197	0	0	0	156	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	128	111	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	58	66	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
