Ite	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	
0	748	680	639	604	791	698	706	729	748	669	660	718	750	759	787	679	716	759	685	662	783	638	534	721	637	770	694	706	615	522	832	539	661	736	736	557	774	716	713	652	483	783	735	385	704	735	545	661	520	652	524	758	767	764	697	740	734	626	723	639	721	710	796	632	653	640	673	663	717	613	732	716	492	866	652	764	645	528	762	774	678	699	600	720	758	790	754	629	700	618	688	605	512	597	694	672	570	628	676	718	
1	744	696	618	320	723	627	585	588	742	471	413	488	641	685	585	487	473	653	706	429	804	227	98	466	531	625	593	582	402	197	679	418	358	710	642	172	461	393	593	282	142	382	544	75	559	605	181	516	87	276	235	635	578	703	664	616	718	408	538	448	548	538	608	473	345	431	389	559	636	357	443	431	220	762	430	695	555	200	679	738	473	699	422	616	454	765	783	466	385	266	500	378	58	341	598	479	224	586	698	670	
2	716	580	612	36	723	474	482	146	734	218	81	166	305	584	466	195	153	676	518	193	656	43	0	100	263	542	375	529	167	4	705	109	97	550	322	1	319	88	487	66	3	95	350	0	481	664	1	200	1	53	14	484	385	434	435	579	585	151	340	153	214	217	203	139	13	215	83	269	517	19	195	129	10	595	118	530	314	22	726	707	368	745	128	438	52	721	753	121	54	4	213	264	0	40	561	84	11	308	430	533	
3	584	442	441	0	538	40	189	14	671	5	1	7	43	338	155	21	0	691	349	2	439	0	0	1	10	460	88	284	1	0	649	0	0	509	72	0	99	0	314	1	0	1	123	0	315	586	1	2	0	0	0	308	283	140	116	472	306	13	130	7	5	18	18	13	0	10	0	38	272	0	58	2	0	226	1	408	61	0	564	596	35	696	3	125	0	711	729	3	0	0	8	94	0	1	424	0	1	26	208	419	
4	250	81	169	0	179	0	40	0	829	0	1	0	0	22	2	2	0	717	41	0	263	0	0	0	0	262	0	20	0	0	594	0	0	419	1	0	0	0	44	0	0	1	4	0	108	501	1	0	0	0	0	60	19	0	1	391	46	0	0	0	0	0	0	2	0	0	0	0	47	0	0	0	0	11	0	183	4	0	509	397	0	735	0	0	0	686	651	1	0	0	0	3	0	1	162	0	1	0	32	42	
5	3	1	7	0	0	0	1	0	732	0	1	0	0	0	0	0	0	596	0	0	51	0	0	0	0	25	0	0	0	0	473	0	0	121	0	0	0	0	1	0	0	1	1	0	3	253	1	0	0	0	0	3	0	0	1	314	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	349	157	0	628	0	0	0	664	577	1	0	0	0	0	0	1	4	0	1	0	1	1	
6	0	0	0	0	0	0	1	0	733	0	1	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	1	0	0	1	21	1	0	0	0	0	0	0	0	1	80	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	74	2	0	664	0	0	0	570	458	1	0	0	0	0	0	1	0	0	1	0	1	1	
7	0	0	0	0	0	0	1	0	653	0	1	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	743	0	0	0	532	447	1	0	0	0	0	0	1	0	0	1	0	1	1	
8	0	0	0	0	0	0	1	0	579	0	1	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	715	0	0	0	263	417	1	0	0	0	0	0	1	0	0	1	0	1	1	
9	0	0	0	0	0	0	1	0	569	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	688	0	0	0	62	222	1	0	0	0	0	0	1	0	0	1	0	1	1	
